actual,predicted
15869.0,15923.465
15255.0,15258.88
14370.0,14328.355
13672.0,13632.775
13313.0,13329.87
13044.0,13076.985
12965.0,12987.54
12978.0,12993.255
13097.0,13157.18
13510.0,13519.735
13965.0,13987.17
14854.0,14751.275
15286.0,15269.005
15452.0,15413.69
15558.0,15604.36
15637.0,15659.015
15569.0,15564.89
15496.0,15488.98
15471.0,15412.89
15512.0,15505.6
15677.0,15632.41
15668.0,15778.67
15901.0,15862.885
16619.0,16432.42
16549.0,16521.345
15857.0,15884.29
15286.0,15279.965
14774.0,14666.545
14478.0,14520.315
14368.0,14374.815
14450.0,14439.07
15018.0,14946.61
15986.0,15934.17
17382.0,17422.495
18357.0,18307.315
18354.0,18347.415
18236.0,18239.915
18089.0,18136.01
17802.0,17808.81
17502.0,17531.455
17183.0,17218.94
16777.0,16835.45
16333.0,16396.805
16147.0,16166.015
15982.0,16023.165
15944.0,16031.36
16217.0,16206.255
17096.0,16970.595
17216.0,17050.66
16333.0,16360.635
15348.0,15364.23
14657.0,14644.95
14275.0,14277.44
14101.0,14094.025
14124.0,14120.22
14506.0,14462.0
15506.0,15474.3
17275.0,17207.385
17778.0,17893.04
17496.0,17525.315
17094.0,17157.42
16729.0,16806.665
16449.0,16368.72
16331.0,16280.225
15996.0,16033.87
15951.0,15890.61
15513.0,15611.455
15295.0,15390.425
15121.0,15164.02
15092.0,15099.15
15282.0,15332.755
16133.0,16068.545
16110.0,16052.615
15388.0,15388.855
14227.0,14311.635
13503.0,13505.095
13129.0,13122.535
13118.0,13017.38
13137.0,13125.715
13528.0,13468.97
14371.0,14380.785
16185.0,16030.645
16800.0,16826.67
16807.0,16767.185
16694.0,16687.0
16466.0,16541.51
16214.0,16186.48
16015.0,16033.755
15897.0,15872.345
15706.0,15698.32
15415.0,15449.1
15472.0,15410.16
15430.0,15456.28
15429.0,15468.185
15599.0,15596.74
16437.0,16329.395
16345.0,16343.46
15339.0,15387.655
14435.0,14386.69
13645.0,13649.8
13181.0,13222.025
13059.0,13024.935
13056.0,13046.58
13365.0,13341.265
14226.0,14221.995
16038.0,15960.365
16684.0,16736.485
16720.0,16645.325
16618.0,16583.725
16554.0,16519.105
16343.0,16363.885
16333.0,16272.935
16270.0,16259.44
15939.0,16005.99
15717.0,15725.415
15801.0,15738.49
15757.0,15790.03
15720.0,15790.795
15883.0,15943.585
16498.0,16345.415
16530.0,16440.585
15592.0,15606.465
14502.0,14560.855
13803.0,13716.1
13343.0,13384.13
13281.0,13223.21
13349.0,13332.545
13669.0,13600.97
14625.0,14606.69
16297.0,16240.78
16838.0,16885.375
16891.0,16823.155
16512.0,16593.765
16145.0,16177.64
15871.0,15823.89
15708.0,15648.705
15581.0,15545.75
15361.0,15362.825
15174.0,15140.2
14995.0,15084.77
14752.0,14868.09
14535.0,14650.765
14509.0,14630.81
14963.0,14935.26
15318.0,15275.735
14506.0,14559.41
13532.0,13542.45
12722.0,12767.62
12318.0,12320.885
12130.0,12118.84
12208.0,12154.05
12402.0,12365.12
12928.0,12829.66
13504.0,13485.64
14061.0,14078.915
14533.0,14501.165
14570.0,14638.905
14356.0,14451.255
14214.0,14230.905
13912.0,13935.71
13811.0,13782.75
13739.0,13688.01
13733.0,13672.39
13751.0,13756.28
13751.0,13743.75
13610.0,13652.29
13629.0,13707.675
14053.0,14038.09
14163.0,14157.815
13383.0,13473.135
12519.0,12543.14
11744.0,11736.905
11219.0,11250.985
11103.0,11048.62
10905.0,10950.92
11084.0,11008.825
11457.0,11419.22
11770.0,11794.875
12301.0,12277.305
12926.0,12890.885
13117.0,13152.94
13121.0,13149.86
13288.0,13192.31
13404.0,13373.6
13390.0,13393.525
13435.0,13416.365
13510.0,13457.87
13672.0,13671.08
13894.0,13836.35
13925.0,13963.67
13961.0,14037.325
14647.0,14538.69
14783.0,14703.98
13948.0,13975.635
13034.0,13031.58
12213.0,12276.41
11853.0,11814.055
11623.0,11652.11
11489.0,11523.45
11751.0,11735.265
12564.0,12546.255
14170.0,14146.095
15074.0,15057.54
15353.0,15380.53
15550.0,15567.865
15792.0,15800.785
15836.0,15845.24
15902.0,15899.08
16050.0,16000.36
16044.0,16023.855
15970.0,15956.55
15986.0,15966.625
15850.0,15866.295
15681.0,15701.07
15640.0,15617.86
16192.0,16112.47
16030.0,16024.98
14959.0,15001.865
13682.0,13717.57
12782.0,12814.405
12151.0,12185.315
11838.0,11821.74
11766.0,11738.66
11962.0,11939.995
12687.0,12644.89
14309.0,14239.835
14882.0,14950.455
15276.0,15236.895
15383.0,15441.93
15641.0,15621.56
15766.0,15744.975
15871.0,15861.695
16039.0,15984.065
16022.0,16034.01
16061.0,16025.51
16027.0,16061.0
15914.0,15928.885
15744.0,15793.26
15638.0,15705.035
16151.0,16060.895
16189.0,16141.6
15008.0,15044.05
13767.0,13846.77
12817.0,12864.77
12289.0,12274.04
12022.0,11984.885
11961.0,11941.5
12165.0,12142.37
13008.0,12946.265
14568.0,14527.33
15430.0,15424.87
15696.0,15677.8
15870.0,15856.345
16038.0,15970.72
16073.0,16116.02
16216.0,16145.49
16296.0,16281.29
16426.0,16355.14
16328.0,16348.19
16418.0,16388.06
16379.0,16378.64
16244.0,16327.755
16129.0,16167.14
16562.0,16426.4
16414.0,16403.005
15266.0,15331.85
14055.0,14159.435
13145.0,13143.385
12705.0,12660.83
12438.0,12423.41
12295.0,12333.22
12470.0,12467.14
13208.0,13220.635
14832.0,14751.77
15591.0,15564.355
15756.0,15768.255
15977.0,15963.81
16140.0,16132.465
16054.0,16088.905
16030.0,16030.29
16142.0,16062.705
15978.0,15993.36
15717.0,15751.195
15559.0,15610.25
15492.0,15480.67
15459.0,15461.305
15406.0,15508.775
15901.0,15865.3
15906.0,15798.02
14880.0,14951.97
13747.0,13793.01
12952.0,12941.99
12318.0,12391.985
12052.0,12072.39
11969.0,11961.415
12113.0,12128.765
12845.0,12826.745
14376.0,14295.245
15150.0,15146.52
15390.0,15358.0
15677.0,15646.63
15732.0,15734.69
15836.0,15791.65
15789.0,15817.53
15780.0,15761.78
15566.0,15591.49
15266.0,15335.33
15291.0,15239.3
15164.0,15175.7
15077.0,15075.955
14901.0,14992.325
15295.0,15252.325
15297.0,15336.02
14480.0,14513.885
13483.0,13439.19
12637.0,12660.645
12099.0,12107.925
11694.0,11739.515
11641.0,11590.95
11796.0,11755.87
12001.0,11999.105
12450.0,12390.595
12961.0,12957.23
13695.0,13702.17
13950.0,14058.325
14239.0,14278.84
14200.0,14243.14
14107.0,14098.71
13874.0,13912.095
13690.0,13664.375
13619.0,13599.16
13557.0,13590.245
13620.0,13603.665
13543.0,13610.535
13483.0,13648.805
13955.0,13949.36
14139.0,14035.52
13452.0,13448.37
12636.0,12637.985
11945.0,11937.885
11333.0,11430.695
11247.0,11220.63
11094.0,11119.71
11142.0,11128.705
11240.0,11272.125
11483.0,11511.525
11836.0,11886.77
12564.0,12556.22
12966.0,12982.39
13044.0,13104.12
13101.0,13107.925
13176.0,13152.045
13150.0,13136.19
13193.0,13141.475
13426.0,13339.035
13509.0,13498.66
13725.0,13715.225
13788.0,13784.065
13842.0,13844.625
14414.0,14408.765
14781.0,14584.99
14001.0,13996.985
12972.0,12997.04
12236.0,12264.27
11732.0,11759.38
11603.0,11573.55
11660.0,11622.275
11872.0,11903.965
12785.0,12752.22
14389.0,14361.065
15110.0,15193.205
15403.0,15438.455
15599.0,15610.16
15979.0,15864.475
16148.0,16157.065
16486.0,16358.585
16687.0,16682.24
16883.0,16828.24
16785.0,16830.645
16824.0,16829.635
16809.0,16815.555
16587.0,16656.79
16482.0,16569.59
16770.0,16731.805
16987.0,16864.29
15673.0,15830.415
14237.0,14253.615
13241.0,13197.28
12652.0,12647.215
12319.0,12292.84
12134.0,12120.035
12293.0,12265.125
13000.0,12990.145
14460.0,14429.23
15338.0,15306.535
15668.0,15676.94
15857.0,15938.75
16460.0,16382.96
16731.0,16764.32
17119.0,17098.61
17562.0,17463.595
17802.0,17791.98
17892.0,17887.175
17893.0,17905.2
17729.0,17741.04
17433.0,17416.23
17239.0,17177.765
17517.0,17308.42
17664.0,17502.4
16432.0,16466.19
14921.0,14931.645
13861.0,13800.875
13071.0,13084.645
12658.0,12627.61
12335.0,12365.16
12356.0,12371.83
13000.0,12984.265
14479.0,14363.695
15164.0,15205.45
15472.0,15574.35
15727.0,15823.415
16138.0,16168.15
16321.0,16366.35
16575.0,16536.815
16781.0,16740.47
16830.0,16843.345
16724.0,16788.98
16735.0,16723.405
16557.0,16567.58
16285.0,16342.33
16258.0,16268.555
16432.0,16351.145
16460.0,16399.035
15329.0,15431.73
14100.0,14139.895
13127.0,13111.185
12518.0,12540.145
12171.0,12160.885
12175.0,12105.825
12145.0,12209.68
12839.0,12804.545
14371.0,14225.565
15163.0,15184.145
15441.0,15536.405
15599.0,15654.675
15823.0,15785.88
15893.0,15862.615
15950.0,15946.58
15963.0,15953.5
15983.0,15970.225
15839.0,15881.375
15753.0,15762.96
15658.0,15666.12
15683.0,15687.365
15629.0,15644.52
15945.0,15872.25
16068.0,15983.53
15034.0,15091.8
13778.0,13805.3
12935.0,12914.32
12461.0,12393.965
12207.0,12166.94
12127.0,12114.995
12400.0,12384.215
13148.0,13151.295
14532.0,14554.815
15298.0,15303.195
15535.0,15541.405
15804.0,15793.735
16013.0,15968.855
16015.0,16054.91
16108.0,16076.81
16131.0,16123.31
16055.0,16058.075
15950.0,15930.495
15837.0,15849.78
15599.0,15676.075
15322.0,15368.26
15187.0,15257.405
15408.0,15346.2
15592.0,15551.975
14693.0,14735.855
13455.0,13491.06
12557.0,12547.32
12023.0,12008.875
11775.0,11723.205
11583.0,11597.335
11492.0,11523.915
11727.0,11713.18
12171.0,12145.79
12664.0,12671.965
13435.0,13449.135
13908.0,13956.505
14225.0,14274.0
14418.0,14386.245
14306.0,14356.45
14237.0,14239.14
14092.0,14107.91
13871.0,13907.99
13990.0,13980.635
13923.0,13931.94
13789.0,13841.795
13856.0,13837.085
14231.0,14148.61
14266.0,14262.685
13553.0,13586.41
12629.0,12627.93
11909.0,11876.835
11377.0,11398.685
11153.0,11117.415
11035.0,11028.7
10984.0,10999.34
11193.0,11179.77
11276.0,11315.14
11827.0,11773.045
12566.0,12586.55
13054.0,13053.525
13248.0,13272.815
13213.0,13287.165
13395.0,13324.32
13372.0,13392.16
13171.0,13224.285
13046.0,13096.79
13137.0,13154.815
13323.0,13326.945
13456.0,13475.99
13547.0,13684.64
14210.0,14135.74
14568.0,14441.095
13797.0,13839.775
12943.0,12952.245
12313.0,12264.285
12102.0,12026.56
12058.0,12016.53
12107.0,12083.925
12473.0,12446.125
13509.0,13439.615
15142.0,15057.39
15917.0,15949.69
15971.0,15996.435
15882.0,15935.105
16081.0,16012.955
16025.0,16016.46
15913.0,15922.335
15972.0,15891.51
15894.0,15880.065
15844.0,15800.945
15840.0,15838.205
15797.0,15797.04
15684.0,15703.685
15571.0,15603.31
15936.0,15895.13
16308.0,16165.215
15162.0,15236.63
13835.0,13848.65
12884.0,12909.865
12316.0,12321.435
12220.0,12110.705
12282.0,12231.85
12493.0,12495.1
13359.0,13340.455
14968.0,14901.29
15700.0,15707.57
15815.0,15825.17
15897.0,15904.68
16027.0,16006.02
16100.0,16070.64
16258.0,16166.97
16637.0,16503.46
16747.0,16746.125
16813.0,16788.805
16977.0,16949.275
17013.0,16982.315
16856.0,16805.935
16642.0,16653.91
16716.0,16637.55
16932.0,16807.875
15744.0,15825.015
14302.0,14330.99
13400.0,13339.505
12800.0,12779.45
12440.0,12406.015
12331.0,12299.825
12515.0,12491.295
13238.0,13252.77
14745.0,14685.255
15490.0,15513.62
15779.0,15848.0
16145.0,16215.895
16520.0,16496.94
16795.0,16774.87
17016.0,17008.525
17186.0,17183.64
17410.0,17311.95
17496.0,17498.395
17701.0,17600.35
17803.0,17767.23
17609.0,17600.22
17282.0,17309.115
17559.0,17328.185
17686.0,17565.55
16463.0,16482.225
14918.0,14978.635
13831.0,13813.85
13160.0,13125.935
12811.0,12766.065
12667.0,12630.93
12802.0,12779.895
13431.0,13394.615
14751.0,14674.27
15752.0,15683.575
16144.0,16220.295
16799.0,16799.805
17395.0,17388.335
17702.0,17785.415
18129.0,18115.02
18418.0,18434.32
18502.0,18488.895
18455.0,18471.37
18482.0,18477.03
18346.0,18381.475
18125.0,18055.67
17801.0,17768.15
17752.0,17646.255
17965.0,17803.545
16620.0,16728.72
15213.0,15223.685
13989.0,14012.46
13322.0,13292.065
12751.0,12799.085
12547.0,12516.775
12669.0,12622.425
13354.0,13296.885
14652.0,14584.065
15464.0,15471.81
16026.0,15989.49
16639.0,16667.185
17327.0,17288.745
17702.0,17752.375
18189.0,18132.49
18625.0,18603.765
18766.0,18797.875
18646.0,18728.295
18631.0,18592.205
18308.0,18343.11
17846.0,17893.195
17288.0,17384.755
17057.0,17054.145
17225.0,17085.305
16086.0,16195.345
14701.0,14695.17
13502.0,13517.655
12874.0,12831.245
12239.0,12318.42
12122.0,12040.795
12073.0,12063.55
12219.0,12189.935
12427.0,12425.185
12937.0,12902.91
13836.0,13822.48
14424.0,14517.585
14965.0,15078.13
15240.0,15250.195
15545.0,15565.25
15742.0,15760.57
15917.0,15848.48
16020.0,16002.78
16137.0,16104.305
16121.0,16102.715
15814.0,15843.05
15269.0,15407.1
14927.0,15023.05
15089.0,15081.125
14305.0,14351.87
13099.0,13163.19
12217.0,12261.025
11567.0,11593.95
11208.0,11235.445
10995.0,10997.835
10858.0,10901.55
11181.0,11113.42
11228.0,11291.665
11720.0,11690.865
12580.0,12538.585
13155.0,13208.92
13246.0,13406.755
13444.0,13444.32
13381.0,13473.865
13488.0,13434.73
13442.0,13441.48
13434.0,13419.455
13578.0,13573.07
13657.0,13680.42
13729.0,13736.145
13698.0,13774.425
14032.0,14015.22
14407.0,14302.79
13694.0,13742.255
12770.0,12809.52
11966.0,12032.355
11585.0,11564.92
11548.0,11486.275
11611.0,11573.755
11784.0,11808.73
12647.0,12605.39
14171.0,14125.955
15065.0,15074.535
15429.0,15423.555
15621.0,15612.115
15890.0,15869.145
16036.0,16054.99
16231.0,16142.39
16465.0,16382.345
16630.0,16581.825
16635.0,16650.695
16901.0,16802.7
16848.0,16849.63
16819.0,16766.215
16607.0,16607.9
16656.0,16573.635
16919.0,16765.27
15704.0,15758.955
14149.0,14198.315
13051.0,13079.865
12596.0,12515.835
12078.0,12123.57
12180.0,12063.25
12249.0,12251.09
13084.0,13046.175
14406.0,14452.2
15344.0,15292.14
15641.0,15662.5
16208.0,16105.015
16829.0,16742.225
17249.0,17241.605
17650.0,17655.395
18136.0,18104.855
18409.0,18404.785
18654.0,18604.975
18795.0,18746.935
18681.0,18729.035
18317.0,18332.785
17940.0,17951.86
17933.0,17825.1
18032.0,17975.025
16692.0,16793.0
15207.0,15230.835
14200.0,14128.375
13462.0,13443.475
12899.0,12912.79
12778.0,12704.065
12894.0,12863.275
13591.0,13525.255
14838.0,14759.24
15518.0,15553.135
15812.0,15943.145
15998.0,16225.15
16220.0,16342.91
16195.0,16231.545
16149.0,16142.315
16384.0,16209.62
16148.0,16152.47
15982.0,16032.645
15921.0,15985.435
15726.0,15830.59
15412.0,15656.205
15399.0,15498.15
15718.0,15719.39
15785.0,15813.14
15000.0,15003.15
13815.0,13847.785
12940.0,12961.45
12373.0,12397.54
12219.0,12149.835
12151.0,12153.94
12369.0,12355.255
13125.0,13128.665
14514.0,14537.46
15331.0,15341.06
15521.0,15535.585
15669.0,15689.72
15678.0,15749.365
15688.0,15673.515
15761.0,15725.65
15811.0,15760.555
15702.0,15734.285
15636.0,15630.755
15564.0,15549.74
15375.0,15404.295
15198.0,15244.765
15181.0,15220.77
15568.0,15547.835
15915.0,15852.15
15051.0,15054.12
14022.0,13949.3
13128.0,13125.195
12696.0,12659.385
12431.0,12433.045
12379.0,12396.02
12725.0,12681.825
13484.0,13495.97
14806.0,14813.685
15670.0,15637.785
15798.0,15820.415
15889.0,15887.13
15921.0,15946.73
15818.0,15835.415
15696.0,15719.555
15677.0,15647.235
15395.0,15453.43
15125.0,15140.43
14912.0,14984.145
14737.0,14752.75
14596.0,14600.57
14518.0,14564.165
14812.0,14836.845
15287.0,15156.39
14633.0,14578.645
13686.0,13610.325
12890.0,12854.285
12436.0,12420.825
12193.0,12207.825
12161.0,12149.13
12238.0,12274.21
12579.0,12572.045
12951.0,12949.635
13596.0,13566.435
14125.0,14115.335
14324.0,14348.55
14321.0,14389.145
14135.0,14208.68
13911.0,13923.99
13733.0,13742.13
13575.0,13569.66
13620.0,13547.245
13693.0,13660.575
13836.0,13803.11
13699.0,13739.88
13694.0,13750.175
13911.0,13913.265
14070.0,14103.245
13599.0,13579.46
12772.0,12744.175
11943.0,11965.035
11543.0,11523.81
11255.0,11290.38
11184.0,11156.66
11234.0,11236.415
11452.0,11478.81
11631.0,11696.96
11901.0,11984.585
12626.0,12634.25
13172.0,13121.965
13264.0,13296.06
13392.0,13361.84
13703.0,13597.835
13752.0,13762.28
13781.0,13775.08
13967.0,13904.14
14111.0,14114.815
14334.0,14286.985
14302.0,14334.095
14314.0,14303.165
14629.0,14519.15
14886.0,14799.24
14207.0,14204.275
13236.0,13252.525
12362.0,12400.285
11926.0,11903.5
11788.0,11714.81
11818.0,11792.86
12017.0,12047.57
12824.0,12830.56
14197.0,14199.87
15080.0,15055.94
15499.0,15507.33
15634.0,15656.13
16014.0,15968.345
16186.0,16218.38
16527.0,16440.51
16774.0,16764.255
16983.0,16932.445
17183.0,17126.685
17288.0,17280.76
17353.0,17317.465
17231.0,17219.065
16952.0,16996.5
16899.0,16821.935
17260.0,17081.275
16100.0,16181.155
14611.0,14653.89
13560.0,13548.285
12959.0,12916.085
12599.0,12587.345
12363.0,12396.71
12525.0,12488.95
13263.0,13257.675
14361.0,14423.92
15318.0,15277.01
15736.0,15766.47
16231.0,16222.625
16775.0,16756.275
17268.0,17200.89
17644.0,17661.23
18242.0,18127.625
18455.0,18462.895
18588.0,18584.42
18904.0,18820.285
18916.0,18919.495
18616.0,18595.65
18245.0,18233.05
17992.0,17947.295
18201.0,18046.955
16995.0,17034.575
15416.0,15438.515
14095.0,14129.02
13426.0,13380.79
12828.0,12828.59
12650.0,12605.18
12816.0,12771.38
13470.0,13423.065
14711.0,14660.385
15734.0,15642.57
16174.0,16258.02
16812.0,16851.095
17444.0,17494.245
18060.0,17985.9
18675.0,18642.535
19206.0,19166.14
19406.0,19434.89
19536.0,19558.71
19610.0,19586.915
19489.0,19475.725
19259.0,19203.065
18878.0,18842.255
18795.0,18633.23
18814.0,18598.11
17540.0,17663.25
15708.0,15803.605
14534.0,14478.635
13786.0,13794.375
13304.0,13274.065
13104.0,13077.53
13066.0,13080.845
13729.0,13678.655
14920.0,14811.14
15857.0,15839.785
16453.0,16484.425
16969.0,17045.935
17792.0,17785.18
18366.0,18404.04
18980.0,18974.2
19425.0,19478.65
19841.0,19790.525
19855.0,19919.555
20150.0,20007.07
19934.0,19995.6
19715.0,19687.8
19129.0,19120.76
18915.0,18805.295
19014.0,18804.1
18080.0,18048.09
15984.0,16199.08
14758.0,14747.85
13850.0,13893.385
13390.0,13353.705
13143.0,13080.135
13099.0,13109.265
13678.0,13656.315
14623.0,14610.975
15751.0,15669.335
16494.0,16463.36
17062.0,17120.95
17729.0,17760.6
18250.0,18252.695
18608.0,18669.495
18985.0,18944.365
19063.0,19083.765
19136.0,19063.11
18969.0,18969.615
18862.0,18839.93
18372.0,18415.34
17626.0,17703.34
17236.0,17200.085
17255.0,17187.39
16233.0,16279.72
14751.0,14815.62
13600.0,13621.8
12722.0,12764.915
12263.0,12276.105
12013.0,11997.5
11743.0,11818.865
12010.0,11963.975
12052.0,12184.815
12549.0,12530.09
13337.0,13356.545
14211.0,14237.265
15039.0,15021.895
15699.0,15660.86
16200.0,16205.54
16512.0,16511.405
16660.0,16739.965
16809.0,16796.83
16739.0,16851.52
16556.0,16573.1
16177.0,16208.94
15783.0,15794.61
15724.0,15680.7
15715.0,15729.485
14893.0,14968.725
13790.0,13784.255
12905.0,12916.395
12342.0,12340.725
11894.0,11973.74
11658.0,11665.735
11498.0,11529.495
11449.0,11454.585
11352.0,11398.045
11757.0,11764.45
12878.0,12748.355
13854.0,13778.57
14539.0,14609.905
15031.0,15120.65
15585.0,15567.615
15871.0,15896.305
16005.0,16049.935
16198.0,16161.765
16284.0,16306.68
16346.0,16332.255
15985.0,16074.17
15516.0,15563.025
15242.0,15300.715
15411.0,15368.01
14683.0,14672.55
13600.0,13602.07
12745.0,12734.68
12094.0,12160.205
11602.0,11697.815
11458.0,11472.695
11343.0,11402.345
11391.0,11524.285
11345.0,11573.02
11776.0,11744.095
12664.0,12609.635
13622.0,13647.035
14539.0,14434.445
15322.0,15230.26
15876.0,15914.975
16137.0,16253.525
16220.0,16336.995
16524.0,16423.03
16953.0,16827.4
16903.0,16917.265
16708.0,16725.955
16361.0,16393.545
16250.0,16233.87
16606.0,16491.22
15645.0,15714.105
14416.0,14384.005
13491.0,13452.86
12746.0,12811.03
12459.0,12425.19
12250.0,12252.665
12490.0,12462.885
13139.0,13168.255
14329.0,14266.025
15515.0,15381.53
16288.0,16131.185
17038.0,16943.52
17728.0,17766.915
18555.0,18431.035
19388.0,19286.47
19918.0,19984.16
20299.0,20286.95
20498.0,20512.005
20838.0,20717.94
20643.0,20692.74
20238.0,20292.08
19829.0,19781.47
19383.0,19372.425
19391.0,19253.75
18017.0,18105.25
16366.0,16336.915
15028.0,15055.17
14240.0,14192.28
13673.0,13667.8
13304.0,13300.85
13319.0,13313.555
13951.0,13897.415
14974.0,14889.025
16054.0,15978.94
16716.0,16770.995
17527.0,17520.965
18631.0,18533.795
19453.0,19428.81
20207.0,20182.955
20876.0,20852.42
21227.0,21220.695
21435.0,21406.405
21468.0,21470.445
21386.0,21358.865
21098.0,21086.38
20532.0,20552.035
20069.0,20038.69
20163.0,20035.235
18663.0,18821.43
16862.0,16922.295
15479.0,15508.72
14578.0,14581.27
14063.0,14009.37
13805.0,13771.01
13752.0,13753.275
14378.0,14338.935
15276.0,15261.44
16436.0,16367.1
17318.0,17327.765
18128.0,18210.965
18944.0,18976.705
19676.0,19713.755
20433.0,20384.475
20946.0,20933.815
21179.0,21158.57
21208.0,21217.775
21002.0,21064.67
20712.0,20744.545
20114.0,20185.535
19449.0,19492.1
19202.0,19157.965
19186.0,19118.835
18050.0,18112.765
16421.0,16490.625
15252.0,15209.25
14435.0,14413.01
13891.0,13867.08
13677.0,13615.715
13663.0,13658.475
14137.0,14138.215
15252.0,15187.015
16346.0,16295.735
17170.0,17233.465
17852.0,17925.615
18868.0,18868.605
19549.0,19611.98
20250.0,20234.205
20734.0,20745.665
20868.0,20938.265
20904.0,20910.72
20813.0,20815.17
20489.0,20491.13
19930.0,19991.965
19407.0,19384.955
19016.0,18978.22
18844.0,18852.19
17836.0,17853.275
16210.0,16283.01
14821.0,14863.66
13870.0,13910.73
13304.0,13342.645
12951.0,12946.1
12831.0,12833.16
12823.0,12849.635
12969.0,12989.465
13667.0,13603.47
14868.0,14856.11
15964.0,15902.665
17062.0,17033.47
17946.0,17897.01
18605.0,18601.24
18936.0,19022.31
18996.0,19088.925
18740.0,18885.025
18547.0,18586.79
18332.0,18363.21
17873.0,17872.65
17380.0,17401.72
17193.0,17094.88
17148.0,17144.92
16342.0,16349.32
15127.0,15093.36
13987.0,13978.755
13263.0,13267.64
12773.0,12777.95
12432.0,12433.045
12219.0,12228.18
12326.0,12293.84
12289.0,12337.525
12551.0,12608.53
13448.0,13490.94
14244.0,14323.885
14813.0,14952.535
15279.0,15277.52
15561.0,15607.66
15840.0,15848.05
15816.0,15934.005
15995.0,15929.515
15895.0,15960.56
15898.0,15946.425
15791.0,15826.29
15598.0,15590.22
15687.0,15584.315
15731.0,15745.7
15102.0,15088.215
14170.0,14126.685
13225.0,13233.415
12723.0,12732.1
12571.0,12538.26
12419.0,12453.5
12674.0,12665.31
13371.0,13343.805
14465.0,14567.85
15638.0,15517.12
16334.0,16303.765
16926.0,16900.185
17738.0,17652.5
18105.0,18234.605
18361.0,18450.095
18467.0,18592.885
18567.0,18539.26
18527.0,18532.585
18514.0,18526.61
18335.0,18384.455
17886.0,17946.61
17379.0,17436.16
17232.0,17203.2
17277.0,17248.785
16203.0,16237.105
14812.0,14833.45
13705.0,13694.725
13114.0,13050.165
12712.0,12687.135
12524.0,12520.28
12536.0,12557.59
13322.0,13237.67
14354.0,14334.835
15264.0,15222.9
15720.0,15801.44
16166.0,16243.2
16499.0,16630.095
16718.0,16773.255
17012.0,17026.06
17126.0,17145.7
17179.0,17205.62
17209.0,17182.115
17132.0,17165.505
16919.0,16953.33
16683.0,16678.725
16343.0,16401.365
16322.0,16326.05
16485.0,16433.31
15629.0,15615.425
14421.0,14428.245
13305.0,13338.76
12728.0,12698.885
12424.0,12409.765
12262.0,12242.59
12408.0,12381.52
13080.0,13057.47
13994.0,14176.965
14920.0,14889.145
15422.0,15481.355
15824.0,15912.75
16284.0,16337.575
16601.0,16653.19
16783.0,16808.495
17021.0,17001.065
17140.0,17159.07
17278.0,17206.08
17491.0,17434.43
17413.0,17448.275
17386.0,17277.145
16936.0,16951.825
16836.0,16738.11
17123.0,16985.105
16220.0,16213.46
14832.0,14858.995
13662.0,13664.485
12979.0,12981.295
12661.0,12603.335
12440.0,12433.22
12693.0,12589.005
13344.0,13326.345
14294.0,14282.635
15405.0,15307.805
16306.0,16220.52
16970.0,16927.02
17814.0,17749.83
18630.0,18592.475
19414.0,19346.81
20288.0,20151.305
20973.0,20846.85
21321.0,21286.835
21601.0,21539.42
21630.0,21626.5
21319.0,21358.1
20973.0,20902.6
20528.0,20482.975
20661.0,20515.22
19633.0,19508.35
17955.0,17942.505
16492.0,16483.91
15623.0,15595.545
14997.0,14989.755
14752.0,14656.83
14723.0,14687.005
15242.0,15220.955
16054.0,16037.535
17406.0,17295.49
18511.0,18447.2
19717.0,19693.035
21000.0,20940.0
21647.0,21729.065
22176.0,22212.36
22458.0,22401.21
22311.0,22293.01
21779.0,21905.45
21206.0,21319.39
20456.0,20584.265
19772.0,19935.9
19152.0,19186.235
18403.0,18626.485
18390.0,18357.55
17417.0,17436.1
15884.0,15902.625
14476.0,14538.89
13612.0,13631.025
13081.0,13079.895
12668.0,12685.21
12492.0,12524.115
12578.0,12595.43
12703.0,12758.915
13320.0,13289.015
14342.0,14312.66
15136.0,15250.565
15720.0,15838.15
16087.0,16211.595
16399.0,16460.74
16663.0,16657.745
16756.0,16776.435
17021.0,16902.14
17314.0,17242.93
17415.0,17384.145
17191.0,17282.21
16727.0,16766.615
16102.0,16225.51
16000.0,16002.995
15305.0,15280.015
14102.0,14155.45
12938.0,12995.02
12252.0,12279.045
11774.0,11797.13
11612.0,11569.635
11394.0,11439.24
11468.0,11446.2
11313.0,11408.03
11898.0,11827.6
12713.0,12721.015
13469.0,13513.03
14063.0,14122.27
14481.0,14538.67
15112.0,14954.305
15488.0,15478.055
15810.0,15785.98
16171.0,16118.21
16397.0,16354.115
16493.0,16529.32
16392.0,16365.92
16002.0,16008.945
15765.0,15746.285
16066.0,15953.16
15512.0,15456.46
14392.0,14418.29
13437.0,13460.485
12768.0,12837.555
12407.0,12417.695
12227.0,12207.365
12396.0,12392.695
13070.0,13066.795
13977.0,14032.005
15140.0,15065.575
16099.0,16000.025
16810.0,16751.44
17460.0,17504.575
18069.0,18074.16
18676.0,18625.635
19084.0,19094.54
19356.0,19379.11
19418.0,19461.175
19469.0,19482.99
19422.0,19374.195
19348.0,19264.43
18801.0,18835.67
18219.0,18267.935
18246.0,18196.96
17343.0,17307.27
15802.0,15842.035
14418.0,14470.895
13666.0,13621.265
13067.0,13105.68
12885.0,12835.55
